Date,Record Number,Record Type,Address,Description,Project Name,Status,Short Notes
2/12/2020,CE20-0134,Enforcement Case,"5506 PEPPERWOOD RD, SANTA ROSA CA 95409",Parking RV inside the setback.,ZRVS - Residential Vehicular,Closed,
2/12/2020,CE20-0133,Enforcement Case,"0 Countryside CIR, SANTA ROSA CA",Accumulation of trash and debris from a homeless encampment.,ZRTD - Residential Trash and Debris,Closed,
2/12/2020,CE20-0132,Enforcement Case,"704 BENICIA DR, SANTA ROSA CA 95409",Graffiti on the building.,GRAF - Graffiti,Open,
2/12/2020,CE20-0131,Enforcement Case,"2210 TOKAY ST, SANTA ROSA CA 95404",Grass has been permitted to grow to over 1 ft. in height causing a rodent harborage.,ZRM - Residential Miscellaneous,Closed,
2/12/2020,CE20-0130,Enforcement Case,"903 LINK LN, SANTA ROSA CA 95401","Unpermitted and unsanitary living conditions, multiple non operational cars on property.","HRS - Substandard Residential, ZRVS - Residential Vehicular, HRIL - Illegal Residential Unit",In Progress,
2/12/2020,CE20-0129,Enforcement Case,"617 HEWETT ST, SANTA ROSA CA 95401",Storing non-operational and unregistered car in driveway.,ZRVS - Residential Vehicular,Closed,
2/12/2020,CE20-0128,Enforcement Case,"756 LIANA DR, SANTA ROSA CA 95407",Roster on property.,ZRA - Residential Animal Violation,Closed,
2/12/2020,CE20-0127,Enforcement Case,"740 MENDOCINO AVE, 4, SANTA ROSA CA 95401",Mold issues throughout the property.,HRS - Substandard Residential,Closed,
2/12/2020,CE20-0126,Enforcement Case,"1411 MANHATTAN WAY, SANTA ROSA CA 95401",Accumulation of yard debris causing fire hazard.,ZRTD - Residential Trash and Debris,Closed,
2/12/2020,CE20-0125,Enforcement Case,"547 INGLEWOOD DR, SANTA ROSA CA 95407",Insect infestation at property.,HRS - Substandard Residential,Closed,
2/12/2020,CE20-0124,Enforcement Case,"3282 COFFEY LN, SANTA ROSA CA 95403",Accumulation of trash and debris from homeless encampment.,ZRTD - Residential Trash and Debris,Closed,
2/11/2020,CE20-0123,Enforcement Case,"1700 PINER RD, SANTA ROSA CA 95403","Graffiti on property, accumulation of trash and debris from homeless encampment.","GRAF - Graffiti, ZRTD - Residential Trash and Debris",Closed,
2/11/2020,CE20-0122,Enforcement Case,"1315 LANCE DR, SANTA ROSA CA 95401",Possible infestation of carpets in home.,HRS - Substandard Residential,Closed,
2/11/2020,CE20-0121,Enforcement Case,"3311 COFFEY LN, SANTA ROSA CA 95403",Accumulation of trash and debris from homeless encampment.,ZRTD - Residential Trash and Debris,Closed,
2/11/2020,CE20-0120,Enforcement Case,"250 roseland AVE, SANTA ROSA CA",Trash and debris accumulating from homeless encampment.,ZRTD - Residential Trash and Debris,Closed,
2/11/2020,CE20-0119,Enforcement Case,"1410 RIDLEY AVE, SANTA ROSA CA 95401",Rooster on property.,ZRA - Residential Animal Violation,Closed,
2/10/2020,CE20-0118,Enforcement Case,"603 BENTON ST, SANTA ROSA CA 95404",Fence constructed without permit and is out of height compliance.,BRNP - Building Residential No Permit,In Progress,
2/10/2020,CE20-0117,Enforcement Case,"1421 BERWICK CT, SANTA ROSA CA 95403","Failure to remove burned trees, causing a safety hazard.",ZRM - Residential Miscellaneous,Closed,
2/10/2020,CE20-0116,Enforcement Case,"1420 BERWICK CT, SANTA ROSA CA 95403",Burned trees have not been removed from parcel.,ZRM - Residential Miscellaneous,Closed,
2/10/2020,CE20-0115,Enforcement Case,"1442 RUSCH CT, SANTA ROSA CA 95401",Running a landscaping business from the residence. Multiple work trucks on property.,ZRHO - Home Occupation,In Progress,
2/7/2020,CE20-0114,Enforcement Case,"735 BRENTWOOD DR, SANTA ROSA CA 95405","Box truck sitting in front yard, nonoperational and being used for storage.",ZRVS - Residential Vehicular,Closed,
2/7/2020,CE20-0113,Enforcement Case,"511 HUMBOLDT ST, SANTA ROSA CA 95404",Possible roof addition without permit.  Continuing bedbug and vermin infestation.,"BRNP - Building Residential No Permit, HRS - Substandard Housing",Closed,
2/7/2020,CE20-0112,Enforcement Case,"3781 CLEVELAND AVE, SANTA ROSA CA 95403",Dumping of garbage and construction debris.,ZCTD - Commercial Trash and Debris,Closed,
2/7/2020,CE20-0111,Enforcement Case,"624 SPENCER AVE, SANTA ROSA CA 95404",Building extension without permit.,BRNP - Building Residential No Permit,Closed,
2/7/2020,CE20-0110,Enforcement Case,"2015 GRAHN DR, SANTA ROSA CA 95404",Structure built on property that possibly doesn't adhere to setback requirements.,BRNP - Building Residential No Permit,Closed,
2/7/2020,CE20-0109,Enforcement Case,"1563 SURREY DR, SANTA ROSA CA 95401","Non-permitted residential in RV on property, possibly dumping waste into yard.","HRIL - Illegal Residential Unit, ECR - Environmental Crime Residential",Closed,
2/6/2020,CE20-0108,Enforcement Case,"330 SEBASTOPOL RD, SANTA ROSA CA 95407",Trash and debris piled up along building and fence line.,ZCTD - Commercial Trash and Debris,Closed,
2/6/2020,CE20-0107,Enforcement Case,"600 SANTA ROSA PLZ, SANTA ROSA CA 95401",Graffiti on first floor of parking area.,GRAF - Graffiti,Closed,
2/6/2020,CE20-0106,Enforcement Case,"1644 LANCE DR, SANTA ROSA CA 95403",Graffiti on sidewalk in front of property.,GRAF - Graffiti,Closed,
2/6/2020,CE20-0105,Enforcement Case,"2727 YULUPA AVE, SANTA ROSA CA 95405",Graffiti on the Exchange Bank and Safeway Grocery.,GRAF - Graffiti,Closed,
2/6/2020,CE20-0104,Enforcement Case,"1684 PINER RD, SANTA ROSA CA 95403","Graffiti on rear side of property, homeless camping in rear of property.",GRAF - Graffiti,Closed,
2/6/2020,CE20-0103,Enforcement Case,"2110 FAIRFAX PL, SANTA ROSA CA 95404",No Parking sign erected on property without permit.,ZRM - Residential Miscellaneous,Closed,
2/5/2020,CE20-0102,Enforcement Case,"717 BROWN ST, SANTA ROSA CA 95404","Two non-operational vehicles in driveway filled with trash and debris, rose bush and trees that are overgrown and blocking the pedestrian walkway.","ZRVS - Residential Vehicular, ZRM - Residential Miscellaneous",Closed,
2/5/2020,CE20-0101,Enforcement Case,"2320 TUCKER CT, SANTA ROSA CA 95403","Possible hoarding, abandoned property where owner is accumulating feral cats that are causing a nuisance to the neighbors.UPDATE 6-5-2020: Overgrown and dry vegetation rear yard.",ZRM - Residential Miscellaneous,Closed,
2/5/2020,CE20-0100,Enforcement Case,"1708 W COLLEGE AVE, SANTA ROSA CA 95401","Rotting floors that are sinking, faulty electrical, mold in unit, water leaks, water pooling in ceiling.  All applies to Unit A.",HRS - Substandard Residential,Closed,
2/5/2020,CE20-0099,Enforcement Case,"0 NEW YORK DR, SANTA ROSA CA 95401","Unpermitted structure, trash and debris and unpermitted residential units on property.","BRNP - Building Residential No Permit, ZRTD - Residential Trash and Debris, HRIL - Illegal Residential Unit",Closed,
2/4/2020,CE20-0098,Enforcement Case,"1200 N DUTTON AVE, SANTA ROSA CA 95401",Dumping pool water into storm drain.,ECC - Commercial Environmental Crime,In Progress,
2/4/2020,CE20-0097,Enforcement Case,"2335 SUMMERCREEK DR, 61, SANTA ROSA CA 95404",Presence of mold in the apartment.,HRS - Substandard Residential,Closed,
2/4/2020,CE20-0096,Enforcement Case,"4640 BRIDLE TRL, SANTA ROSA CA 95409",Deck built on the front of the house without a permit.,BRNP - Building Residential No Permit,Closed,
2/4/2020,CE20-0095,Enforcement Case,"714 PRESSLEY ST, SANTA ROSA CA 95404",No garbage/trash service,HRS - Substandard Housing,Closed,
2/4/2020,CE20-0094,Enforcement Case,"638 5TH ST, SANTA ROSA CA 95404",Multiple cracks in concrete located in breezeway posing a pedestrian hazard.,ZCM - Commercial Miscellaneous,Closed,
2/3/2020,CE20-0093,Enforcement Case,"2340 BURBANK AVE, SANTA ROSA CA 95407",Possible auto repair shop being operated out of residence.,ZRHO - Home Occupation,Closed,
2/3/2020,CE20-0092,Enforcement Case,"2480 MENDOCINO AVE, SANTA ROSA CA 95403",Tree branches hanging below the 6' minimum over the pedestrian walkway.,ZRM - Residential Miscellaneous,Closed,
2/3/2020,CE20-0091,Enforcement Case,"6600 MONTECITO BLVD, 24, SANTA ROSA CA 95409","Construction debris littering the complex, and workers smoking in a multi-family complex.","ZRTD - Residential Trash and Debris, ZRM - Residential Miscellaneous",Closed,
2/3/2020,CE20-0090,Enforcement Case,"1613 JOLON CT, SANTA ROSA CA 95401",Garage converted to living area without permit.,GC - Garage Conversion,Closed,
2/3/2020,CE20-0089,Enforcement Case,"304 CALIFORNIA AVE, SANTA ROSA CA 95405",Cutting down heritage cedar tree without permit.,TREE - Tree Violation,Closed,
1/30/2020,CE20-0088,Enforcement Case,"2450 SANTA ROSA AVE, SANTA ROSA CA 95407","Occupied commercial property, substandard housing.","HRIL - Illegal Residential Unit, HRS - Substandard Housing",Investigate,
1/30/2020,CE20-0087,Enforcement Case,"964 PETALUMA HILL RD, SANTA ROSA CA 95404","Abundant trash and debris, vacant building not secured.","ZRTD - Residential Trash and Debris, ZRM - Residential Miscellaneous",Closed,
1/30/2020,CE20-0086,Enforcement Case,"2106 WESTWOOD DR, SANTA ROSA CA 95407",Structure being erected on fenceline without a permit.,BRNP - Building Residential No Permit,Closed,
1/30/2020,CE20-0085,Enforcement Case,"414 HEWETT ST, SANTA ROSA CA 95401","Debris piling up at property including large appliances, furniture, toys and various items.",ZRTD - Residential Trash and Debris,Closed,
1/29/2020,CE20-0084,Enforcement Case,"2107 MONTGOMERY DR, B, SANTA ROSA CA 95405","Nuisance, tenants are making noise beyond city ordinance levels.",ZRM - Residential Miscellaneous,Closed,
1/28/2020,CE20-0083,Enforcement Case,"611 MILTON ST, SANTA ROSA CA 95404",Accumulated trash and debris from dumping.,ZRTD - Residential Trash and Debris,Closed,
1/28/2020,CE20-0082,Enforcement Case,"2242 JASPER LN, SANTA ROSA CA 95404",Garbage bins in public view.,ZRM - Residential Miscellaneous,Closed,
1/28/2020,CE20-0081,Enforcement Case,"2120 ONYX WAY, SANTA ROSA CA 95404",Trash bins kept in public view.,ZRM - Residential Miscellaneous,Closed,
1/28/2020,CE20-0080,Enforcement Case,"2325 HEIDI PL, SANTA ROSA CA 95403","Substandard housing UPDATE: 01/05/2021 - CARPORT IS BLOCKED INCLUDING OVERNIGHT, UNABLE TO COME AND GO. EMERGENCY VEHICLES UNABLE TO PASS.",HRS - Substandard Housing,Closed,
1/27/2020,CE20-0079,Enforcement Case,"492 SONOMA AVE, SANTA ROSA CA 95401",Gang graffiti on the property fence.,GRAF - Graffiti,Closed,
1/27/2020,CE20-0078,Enforcement Case,"2406 FULTON RD, SANTA ROSA CA 95403",Cars parked on the parcel in the evening.  Parcel not secured against suspicious activity.,ZRM - Residential Miscellaneous,Closed,
1/27/2020,CE20-0077,Enforcement Case,"2181 LANSBURY ST, SANTA ROSA CA 95404",Complaint of homeless camp on private property. Corner of Lansbury and Kawana Springs Rd. Address given is 715 Kawana Springs Rd but Accela could not locate property.,ZRM-Residential Miscellaneous,Closed,
1/24/2020,CE20-0076,Enforcement Case,"6543 MONTECITO BLVD, SANTA ROSA CA 95409",Building has been tagged on north wall.,GRAF - Graffiti,Closed,
1/24/2020,CE20-0075,Enforcement Case,"394 TESCONI CT, SANTA ROSA CA 95401",Tagging on the back side of fence.,GRAF - Graffiti,Closed,
1/24/2020,CE20-0074,Enforcement Case,"2037 ZINFANDEL AVE, 306, SANTA ROSA CA 95403",Possible bed bug infestation.,HRS - Substandard Residential,Closed,
1/24/2020,CE20-0073,Enforcement Case,"2037 ZINFANDEL AVE, 302, SANTA ROSA CA 95403",Possible bed bug infestation.,HRS - Substandard Residential,Closed,
1/24/2020,CE20-0072,Enforcement Case,"2037 ZINFANDEL AVE, 204, SANTA ROSA CA 95403",Possible bed bug infestation.,HRS - Substandard Residential,Closed,
1/23/2020,CE20-0071,Enforcement Case,"423 TROWBRIDGE ST, SANTA ROSA CA 95401",Tenants operating food service out of rental units.,ZRHO - Home Occupation,Investigate,
1/23/2020,CE20-0070,Enforcement Case,"2625 GOBAR LN, SANTA ROSA CA 95403",Debris being dumped on the parcel.,ZRTD - Residential Trash and Debris,Closed,
1/23/2020,CE20-0069,Enforcement Case,"2581 GOBAR LN, SANTA ROSA CA 95403",Tree branches over the sidewalk are too low and causing a pedestrian hazard.,ZRM - Residential Miscellaneous,Closed,
1/23/2020,CE20-0068,Enforcement Case,"1801 FERDINAND CT, SANTA ROSA CA 95404",The owners of the business have removed the handicapped parking signs from their lot (Autobahn Automotive).,ZCM - Commercial Miscellaneous,Closed,
1/23/2020,CE20-0067,Enforcement Case,"2987 WILJAN CT, A, SANTA ROSA CA 95407",The owners of the business have removed their required handicapped parking signs.,ZCM - Commercial Miscellaneous,Closed,
1/23/2020,CE20-0066,Enforcement Case,"1223 DE TURK AVE, SANTA ROSA CA 95404","Unpermitted building. Large generator, cement mixer. Unsafe conditions along the walkway.",BCNP-Building Commrecial-No Permit,Closed,
1/23/2020,CE20-0065,Enforcement Case,"3340 TERRA LINDA DR, SANTA ROSA CA 95404",Overgrown bamboo dropping leaves into yard.,ZRM-Residential Miscellaneous,Closed,
1/23/2020,CE20-0064,Enforcement Case,"2314 SUNRISE AVE, SANTA ROSA CA 95409",Graffiti along fence line of 2314 Sunrise Ave.,GRAF-2,Closed,
1/23/2020,CE20-0063,Enforcement Case,"5386 GOLD DR, SANTA ROSA CA 95409",Graffiti on wall between Gold Dr. and Sharon Ct. on Melita Rd. Near address listed,GRAF-Graffiti,Closed,
1/23/2020,CE20-0062,Enforcement Case,"1026 PETALUMA HILL RD, SANTA ROSA CA 95404",Significant structural damage due to fire.,ECO - Emergency Call Out,Closed,
1/22/2020,CE20-0061,Enforcement Case,"1914 FALLEN LEAF DR, SANTA ROSA CA 95405",Fence built without permit and is out of height compliance.,BRNP - Building Residential - No Permit,Closed,
1/22/2020,CE20-0060,Enforcement Case,"2230 NIGHTINGALE DR, SANTA ROSA CA 95403",Tree branches hanging too low and hazardous to the pedestrian walkway.,ZRM -  Residential Miscellaneous,Closed,
1/22/2020,CE20-0059,Enforcement Case,"1008 BELLEVUE AVE, 2033, SANTA ROSA CA 95407",Black mold in apartment 2033.,HRS - Substandard Residential,Closed,
1/22/2020,CE20-0058,Enforcement Case,"3207 FITZPATRICK CT, SANTA ROSA CA 95404",Garbage cans left in the street continually.,ZRM -  Residential Miscellaneous,Closed,
1/22/2020,CE20-0057,Enforcement Case,"816 SPRING ST, SANTA ROSA CA 95404",Extensive fire damage to the granny unit on parcel.,ECO - Emergency Call Out,Closed,
1/22/2020,CE20-0056,Enforcement Case,"2076 ARMORY DR, SANTA ROSA CA 95401",Extensive fire and smoke damage.  Damage affects adjoining property at 2074 Armory.,ECO - Emergency Call Out,In Progress,
1/21/2020,CE20-0055,Enforcement Case,"401 PYTHIAN RD, SANTA ROSA CA 95409",Sidewalk is buckled and a hazard to pedestrians.,ZRM - Residential Miscellaneous,Closed,
1/21/2020,CE20-0054,Enforcement Case,"2134 CRYSTAL HILL DR, SANTA ROSA CA 95404",Garbage cans left in the street continually.,ZRM - Residential Miscellaneous,Closed,
1/17/2020,CE20-0053,Enforcement Case,"947 PINER PL, SANTA ROSA CA 95403",The residence needs fire sprinklers,ZRM-Residential Miscellaneous,In Progress,
1/17/2020,CE20-0052,Enforcement Case,"1883 HEARN AVE, SANTA ROSA CA 95407",Graffiti is multiple places at the intersection of Hearn Ave and Stony Point near the listed address,GRAF-Graffiti,Closed,
1/16/2020,CE20-0051,Enforcement Case,"1054 LINK LN, SANTA ROSA CA 95401",Graffiti on fence at residence.,GRAF - Graffiti,Closed,
1/16/2020,CE20-0050,Enforcement Case,"700 MIDDLE RINCON RD, SANTA ROSA CA 95409","Rodent infestation, non-functioning fire alarm system, repairs performed without a permit.","HRS - Substandard Residential, BRNP - Building Residential No Permit",Investigate,
1/16/2020,CE20-0049,Enforcement Case,"2605 POMO TRL, SANTA ROSA CA 95403",Graffiti on the fence and debris in the yard.,"GRAF - Graffiti, ZRTD - Residential Trash and Debris",Closed,
1/15/2020,CE20-0048,Enforcement Case,"5412 SANTA TERESA AVE, SANTA ROSA CA 95409","Building a deck on the back of the house without a permit.UPDATE 01-21-2020: Deck dimensions est. 50'x8' (out of compliance), and a new retaining wall is also being constructed without a permit est. 40'x6' (out of compliance).",BRNP - Building Residential No Permit,Closed,
1/15/2020,CE20-0047,Enforcement Case,"2727 YULUPA AVE, SANTA ROSA CA 95405",Tree branches hanging below 6 feet in pedestrian area.,ZCM - Commercial Miscellaneous,Closed,
1/15/2020,CE20-0046,Enforcement Case,"2553 MOHAWK CT, SANTA ROSA CA 95403","The complaint states that there is an un-permitted business being operated out of the residence.  In addition, the complaint states that there is a camper being used as housing and a large number of vehicles on the property.  Finally, there is a boat on a trailer parked on the street in front of the property. -- See CE19-0827.",ZRHO - Home Occupation,Closed,
1/14/2020,CE20-0045,Enforcement Case,"879 N WRIGHT RD, SANTA ROSA CA 95407",Row of dead trees that haven't been removed and are dropping dead limbs.,ZCM - Commercial Miscellaneous,Closed,
1/13/2020,CE20-0044,Enforcement Case,"660 ACACIA LN, SANTA ROSA CA 95409","No working heat, broken windows, no access to shared toilet, roach infestation.",HRS - Substandard Residential,Closed,
1/13/2020,CE20-0043,Enforcement Case,"1215 JACKY DR, SANTA ROSA CA 95405",Recology truck being loud at 6:30am.,ZRM-Residential Miscellaneous,Closed,
1/13/2020,CE20-0042,Enforcement Case,"4141 SEBASTOPOL RD, SANTA ROSA CA 95407",Extreme amount of noise coming from facility starting before 7AM.,ZCM - Commercial Miscellaneous,Closed,
1/13/2020,CE20-0041,Enforcement Case,"636 WISTERIA LN, SANTA ROSA CA 95407",Rodent infestation.,HRS - Substandard Housing Residential,Closed,
